,Name,date,user_friendly_date,Title
1044,2013-12-06_Japa Talk_Giving up sin and cheating tendancy is crucial in awakening bhava for Krishna_HG RSP.mp3,2013-12-06,13 Dec 06,Giving up sin and cheating tendancy is crucial in awakening bhava for Krishna
1045,2013-12-05_Japa Talk_Sin-Accidental or Pre-meditated_HG RSP.mp3,2013-12-05,13 Dec 05,Sin-Accidental or Pre-meditated
1046,2013-12-04_Japa Talk_Overcoming sleep in chanting_HG RSP.mp3,2013-12-04,13 Dec 04,Overcoming sleep in chanting
1047,"2013-12-03_Japa Talk_Dealing with dhanam, janam and sundarim in a way to aviod distractions in chanting_HG RSP.mp3",2013-12-03,13 Dec 03,"Dealing with dhanam, janam and sundarim in a way to aviod distractions in chanting"
1048,2013-12-02_Japa Talk_A practical solution for material attachment and false pride_HG RSP.mp3,2013-12-02,13 Dec 02,A practical solution for material attachment and false pride
1049,2013-12-01_Japa Talk_Removing the weeds like namaparadhas and watering the devotional creeper properly to attain the  sharp focus on holyname_HG RSP.mp3,2013-12-01,13 Dec 01,Removing the weeds like namaparadhas and watering the devotional creeper properly to attain the  sharp focus on holyname
1050,"2013-11-29_Japa Talk_Attention, self-surrender and devotion can help us in absorption in the holyname_HG RSP.mp3",2013-11-29,13 Nov 29,"Attention, self-surrender and devotion can help us in absorption in the holyname"
1051,2013-11-28_Japa Talk_Symptoms of separation that attracts the lord in our heart_HG RSP.mp3,2013-11-28,13 Nov 28,Symptoms of separation that attracts the lord in our heart
1052,2013-11-25_Japa Talk_How to bind unlimited Krishna in our heart_HG RSP.mp3,2013-11-25,13 Nov 25,How to bind unlimited Krishna in our heart
1053,2013-10-25_Japa Talk_Our struggle to chant holyname despite of complex conditions is very pleasing to Krishna_HG RSP.mp3,2013-10-25,13 Oct 25,Our struggle to chant holyname despite of complex conditions is very pleasing to Krishna
1054,2013-10-24_Japa Talk_Nama reveals dham when Lord's grace is bestowed upon the devotee_HG RSP.mp3,2013-10-24,13 Oct 24,Nama reveals dham when Lord's grace is bestowed upon the devotee
1055,"2013-10-23_Japa Talk_Our likes and dislikes, desires, sentiments, plans arise from identification-Hearing the holyname and glories alone can modify it_HG RSP.mp3",2013-10-23,13 Oct 23,"Our likes and dislikes, desires, sentiments, plans arise from identification-Hearing the holyname and glories alone can modify it"
1056,"2013-10-21_Japa Talk_Focus on the imperishable amrita name, form, qualities alone can elevate us to the spiritual sky_HG RSP.mp3",2013-10-21,13 Oct 21,"Focus on the imperishable amrita name, form, qualities alone can elevate us to the spiritual sky"
1057,2013-10-20_Japa Talk_Through practical techniques to gain full attention and absorption in the holy name_HG RSP.mp3,2013-10-20,13 Oct 20,Through practical techniques to gain full attention and absorption in the holy name
1058,"2013-10-18_Japa Talk_By meditating on Krishna's auspiciousness, we become auspicious_HG RSP.mp3",2013-10-18,13 Oct 18,"By meditating on Krishna's auspiciousness, we become auspicious"
1059,2013-09-27_Japa Talk_Nama reveals the svarupa of living entity and the Lord_HG RSP.mp3,2013-09-27,13 Sep 27,Nama reveals the svarupa of living entity and the Lord
1060,2013-09-26_Japa Talk_Regular and attentive chanting is the most powerful cleaning agent of our heart_HG RSP.mp3,2013-09-26,13 Sep 26,Regular and attentive chanting is the most powerful cleaning agent of our heart
1061,2013-09-25_Japa Talk_Respectful approach helps in revelation by the holyname_HG RSP.mp3,2013-09-25,13 Sep 25,Respectful approach helps in revelation by the holyname
1062,2013-09-24_Japa Talk_In material world we are handcuffed-By chanting Hare Krishna we gain freedom and boundless bliss_HG RSP.mp3,2013-09-24,13 Sep 24,In material world we are handcuffed-By chanting Hare Krishna we gain freedom and boundless bliss
1063,2013-09-21_Japa Talk_Brahman is not the supreme object but a distinctive trait of the absolute truth Sri Krishna_HG RSP.mp3,2013-09-21,13 Sep 21,Brahman is not the supreme object but a distinctive trait of the absolute truth Sri Krishna
1064,2013-09-20_Japa Talk_Qualifications of Srila Haridasa Thakur to glorify the nama tattva_HG RSP.mp3,2013-09-20,13 Sep 20,Qualifications of Srila Haridasa Thakur to glorify the nama tattva
1065,2013-09-19_Japa Talk_Namacharaya Srila Haridasa Thakura relieving the anxiety of  Lord Chaitanya Maha Prabhu_HG RSP.mp3,2013-09-19,13 Sep 19,Namacharaya Srila Haridasa Thakura relieving the anxiety of  Lord Chaitanya Maha Prabhu
1066,2013-09-15_Japa Talk_The holy name potent enough to elevate souls who are even covered over by thickest of the coverings_HG RSP.mp3,2013-09-15,13 Sep 15,The holy name potent enough to elevate souls who are even covered over by thickest of the coverings
1067,2013-09-02_Japa Talk_Inconcieveble mercy of Lord Krishna even towards the immature devotees approaching him offenselessly_HG RSP.mp3,2013-09-02,13 Sep 02,Inconcieveble mercy of Lord Krishna even towards the immature devotees approaching him offenselessly
1068,2013-08-31_Japa Talk_Why the paths of Karma and Jnana have been rejected in Kaliyuga_HG RSP.mp3,2013-08-31,13 Aug 31,Why the paths of Karma and Jnana have been rejected in Kaliyuga
1069,2013-02-09_Japa Talk_Preparing mind before chanting is necessary for quality chanting_HG RSP.mp3,2013-02-09,13 Feb 09,Preparing mind before chanting is necessary for quality chanting
1070,2013-02-06_Japa Talk_Grateful heart for Krishna's grace is required for chanting powerfully_HG RSP.mp3,2013-02-06,13 Feb 06,Grateful heart for Krishna's grace is required for chanting powerfully
1071,2013-06-22_Japa Talk_Resigning from maya's company and getting admission into Krishna's company_HG RSP.mp3,2013-06-22,13 Jun 22,Resigning from maya's company and getting admission into Krishna's company
1072,2013-02-10_Japa Talk_One should see not separate the all pervading yet localized Supreme Lord_HG RSP.mp3,2013-02-10,13 Feb 10,One should see not separate the all pervading yet localized Supreme Lord
1073,2013-02-04_Japa Talk_Srila Prabhupada emphasis on Holy Name form very early days_HG RSP.mp3,2013-02-04,13 Feb 04,Srila Prabhupada emphasis on Holy Name form very early days
1074,2013-02-02_Japa Talk_Mana becomes dusman when one becomes independent of Guru_HG RSP.mp3,2013-02-02,13 Feb 02,Mana becomes dusman when one becomes independent of Guru
1075,2013-02-01_Japa Talk_Material attachments lead to endless anxieties_HG RSP.mp3,2013-02-01,13 Feb 01,Material attachments lead to endless anxieties
1076,2013-01-31_Japa Talk_Holy name removes all inauspiciousness and bestows protection and purification_HG RSP.mp3,2013-01-31,13 Jan 31,Holy name removes all inauspiciousness and bestows protection and purification
1077,2013-01-16_Japa Talk_Experiencing bhakti as a tangible emotion_HG RSP.mp3,2013-01-16,13 Jan 16,Experiencing bhakti as a tangible emotion
1078,2013-01-09_Japa Talk_Endeavor to increase the quantity and quality to please the Supreme Lord_HG RSP.mp3,2013-01-09,13 Jan 09,Endeavor to increase the quantity and quality to please the Supreme Lord
1079,2013-01-08_Japa Talk_Eight practical tips for quality japa_HG RSP.mp3,2013-01-08,13 Jan 08,Eight practical tips for quality japa
1080,2013-06-28_Japa Talk_The wealth that is never distroyed_HG RSP.mp3,2013-06-28,13 Jun 28,The wealth that is never distroyed
1081,2013-06-27_Japa Talk_The first sin that made us loose Krishna_HG RSP.mp3,2013-06-27,13 Jun 27,The first sin that made us loose Krishna
1082,2013-06-26_Japa Talk_The meaning of cleaning the heart_HG RSP.mp3,2013-06-26,13 Jun 26,The meaning of cleaning the heart
1083,2013-06-25_Japa Talk_Two qualifications essential to benifit from the holyname_HG RSP.mp3,2013-06-25,13 Jun 25,Two qualifications essential to benifit from the holyname
1084,2013-06-24_Japa Talk_From Mayara adhikara to Krishnara Adhikara_HG RSP.mp3,2013-06-24,13 Jun 24,From Mayara adhikara to Krishnara Adhikara
1085,2013-06-19_Japa Talk_Why should we clean the heart_HG RSP.mp3,2013-06-19,13 Jun 19,Why should we clean the heart
1086,"2013-06-15_Japa Talk_Chanting with Attention , Awareness and Absorbtion_HG RSP.mp3",2013-06-15,13 Jun 15,"Chanting with Attention , Awareness and Absorbtion"
1087,2013-06-12_Japa Talk_Only friend at the hour of calamity_HG RSP.mp3,2013-06-12,13 Jun 12,Only friend at the hour of calamity
1088,2013-06-14_Japa Talk_Ascertaining the truth with inteliigence correctly_HG RSP.mp3,2013-06-14,13 Jun 14,Ascertaining the truth with inteliigence correctly
1089,2013-06-13_Japa Talk_Never miss track of ultimate goal of life _HG RSP.mp3,2013-06-13,13 Jun 13,Never miss track of ultimate goal of life 
1090,2013-06-06_Japa Talk_Timepass vs Pastimes_HG RSP.mp3,2013-06-06,13 Jun 06,Timepass vs Pastimes
1091,"2013-06-11_Japa Talk_Material Contact is misery producing, Supreme Spirit's contact is bliss producing _HG RSP.mp3",2013-06-11,13 Jun 11,"Material Contact is misery producing, Supreme Spirit's contact is bliss producing "
1092,2013-06-10_Japa Talk_How to be happy now and forever_HG RSP.mp3,2013-06-10,13 Jun 10,How to be happy now and forever
1093,2013-05-25_Japa Talk_The Supreme master satisfied by tulasi and holyname_HG RSP.mp3,2013-05-25,13 May 25,The Supreme master satisfied by tulasi and holyname
1094,2013-06-08_Japa Talk_Upadesha_HG RSP.mp3,2013-06-08,13 Jun 08,Upadesha
1095,2013-05-26_Japa Talk_The humility of Prahalad that qualified him to offer prayers to Lord Narasimha in presence of materially qualified demigods_HG RSP.mp3,2013-05-26,13 May 26,The humility of Prahalad that qualified him to offer prayers to Lord Narasimha in presence of materially qualified demigods
1096,2013-05-28_Japa Talk_Power of Pure Holyname_HG RSP.mp3,2013-05-28,13 May 28,Power of Pure Holyname
1097,2013-06-07_Japa Talk_When can we rise above boredom and become steady in chanting_HG RSP.mp3,2013-06-07,13 Jun 07,When can we rise above boredom and become steady in chanting
1098,2013-05-29_Japa Talk_Simple technique to keep the heart clean_HG RSP.mp3,2013-05-29,13 May 29,Simple technique to keep the heart clean
1099,2013-06-05_Japa Talk_The worthy ultimate aspiration_HG RSP.mp3,2013-06-05,13 Jun 05,The worthy ultimate aspiration
1100,"2013-05-24_Japa Talk_Nrsimha Caturdasi Meaning of Sincerity,seriousness and freedom from ulterior motives_HG RSP.mp3",2013-05-24,13 May 24,"Nrsimha Caturdasi Meaning of Sincerity,seriousness and freedom from ulterior motives"
1101,2013-03-29_Japa Talk_The technique for maintaing the status quo to be in mode of goodness and transcend_HG RSP.mp3,2013-03-29,13 Mar 29,The technique for maintaing the status quo to be in mode of goodness and transcend
1102,"2013-02-18_Japa Talk_Material desires makes us run from pillar to post, Lord's Holy Name cleanses them all and makes us fully satisfied_HG RSP.mp3",2013-02-18,13 Feb 18,"Material desires makes us run from pillar to post, Lord's Holy Name cleanses them all and makes us fully satisfied"
1103,2013-02-16_Japa Talk_Five ways to associate with pure devotees and to learn to chant purely_HG RSP.mp3,2013-02-16,13 Feb 16,Five ways to associate with pure devotees and to learn to chant purely
1104,2013-02-13_Japa Talk_Pure devotees out of compassion for suffering jivas  and understanding the true intent of the Lord descend into this world to distribute the Holy Name_HG RSP.mp3,2013-02-13,13 Feb 13,Pure devotees out of compassion for suffering jivas  and understanding the true intent of the Lord descend into this world to distribute the Holy Name
1105,2013-02-11_Japa Talk_Role of association on chanting purely_HG RSP.mp3,2013-02-11,13 Feb 11,Role of association on chanting purely
1106,2012-07-27_Japa Talk_Bhakti is fully independent unlike the other proesses_HG RSP.mp3,2012-07-27,12 Jul 27,Bhakti is fully independent unlike the other proesses
1107,2012-07-22_Japa Talk_Importance of concentration in Japa_HG RSP.mp3,2012-07-22,12 Jul 22,Importance of concentration in Japa
1108,2012-07-14_Japa Talk_All that is needed is some receptivity_HG RSP.mp3,2012-07-14,12 Jul 14,All that is needed is some receptivity
1109,2012-07-06_Japa Talk_Real preaching is distributing the Holy Name_HG RSP.mp3,2012-07-06,12 Jul 06,Real preaching is distributing the Holy Name
1110,2012-07-04_Japa Talk_Mechanism of how the mechanical senses be spiritualized_HG RSP.mp3,2012-07-04,12 Jul 04,Mechanism of how the mechanical senses be spiritualized
1111,2012-07-03_Japa Talk_Bhakti is not a mental adjustment but a spiritual awakening_HG RSP.mp3,2012-07-03,12 Jul 03,Bhakti is not a mental adjustment but a spiritual awakening
1112,2012-07-02_Japa Talk_Effect of Maya wanes out in the higher stages of Bhakti_HG RSP.mp3,2012-07-02,12 Jul 02,Effect of Maya wanes out in the higher stages of Bhakti
1113,"2012-07-01_Japa Talk_Learn, Commit and Do_HG RSP.mp3",2012-07-01,12 Jul 01,"Learn, Commit and Do"
1114,2012-12-16_Japa Talk_Long life is not appreciated but quality life is appreciated_HG RSP.mp3,2012-12-16,12 Dec 16,Long life is not appreciated but quality life is appreciated
1115,2012-12-15_Japa Talk_Refrain from wrong input and meditate on the holiness of the Holy Name_HG RSP.mp3,2012-12-15,12 Dec 15,Refrain from wrong input and meditate on the holiness of the Holy Name
1116,2012-12-13_Japa Talk_Two qualifications for approaching Holy Name_HG RSP.mp3,2012-12-13,12 Dec 13,Two qualifications for approaching Holy Name
1117,2012-12-12_Japa Talk_Meaning of biphale janam gavainu_HG RSP.mp3,2012-12-12,12 Dec 12,Meaning of biphale janam gavainu
1118,2012-12-07_Japa Talk_Serve the source from whom we have originated_HG RSP.mp3,2012-12-07,12 Dec 07,Serve the source from whom we have originated
1119,2012-12-06_Japa Talk_Right understanding of Krishna to develop deep respect for Krishna_HG RSP.mp3,2012-12-06,12 Dec 06,Right understanding of Krishna to develop deep respect for Krishna
1120,2012-11-29_Japa Talk_Meaning of Bhava Mad Bhakto_HG RSP.mp3,2012-11-29,12 Nov 29,Meaning of Bhava Mad Bhakto
1121,2012-11-28_Japa Talk_Meaning of Man Mana_HG RSP.mp3,2012-11-28,12 Nov 28,Meaning of Man Mana
1122,2012-11-27_Japa Talk_Stages to attain Man Mana_HG RSP.mp3,2012-11-27,12 Nov 27,Stages to attain Man Mana
1123,2012-10-10_Japa Talk_Faith in bhakti gyan and naam removes covering of mind_HG RSP.mp3,2012-10-10,12 Oct 10,Faith in bhakti gyan and naam removes covering of mind
1124,2012-10-03_Japa Talk_The two items that awaken us_HG RSP.mp3,2012-10-03,12 Oct 03,The two items that awaken us
1125,2012-09-24_Japa Talk_How faith turns into bhakti_HG RSP.mp3,2012-09-24,12 Sep 24,How faith turns into bhakti
1126,2012-09-22_Japa Talk_When does real faith develop in the Holy Name_HG RSP.mp3,2012-09-22,12 Sep 22,When does real faith develop in the Holy Name
1127,2012-09-20_Japa Talk_Rising above the infection of rajoguna and tamoguna_HG RSP.mp3,2012-09-20,12 Sep 20,Rising above the infection of rajoguna and tamoguna
1128,2012-09-18_Japa Talk_Six pre-requisites to attain prema_HG RSP.mp3,2012-09-18,12 Sep 18,Six pre-requisites to attain prema
1129,2012-09-16_Japa Talk_Power of pure Chanting_HG RSP.mp3,2012-09-16,12 Sep 16,Power of pure Chanting
1130,2012-09-02_Japa Talk_Aparadh Naam to Suddha Naam_HG RSP.mp3,2012-09-02,12 Sep 02,Aparadh Naam to Suddha Naam
1131,2012-09-01_Japa Talk_Primary name produces prema_HG RSP.mp3,2012-09-01,12 Sep 01,Primary name produces prema
1132,2012-08-31_Japa Talk_Role of holy name in life of a jiva from Ajnata Sukriti to Krishna prema prapti_HG RSP.mp3,2012-08-31,12 Aug 31,Role of holy name in life of a jiva from Ajnata Sukriti to Krishna prema prapti
1133,2012-08-26_Japa Talk_Burning away snake like material desires_HG RSP.mp3,2012-08-26,12 Aug 26,Burning away snake like material desires
1134,2012-08-12_Japa Talk_Lust empties the mind and fills the heart with illusion_HG RSP.mp3,2012-08-12,12 Aug 12,Lust empties the mind and fills the heart with illusion
1135,"2012-08-07_Japa Talk_One process Bhakti, one goal Krishna prema _HG RSP.mp3",2012-08-07,12 Aug 07,"One process Bhakti, one goal Krishna prema "
1136,2012-08-05_Japa Talk_Progress in bhakti is made swifter by chanting in namabhasa_HG RSP.mp3,2012-08-05,12 Aug 05,Progress in bhakti is made swifter by chanting in namabhasa
1137,"2012-07-29_Japa Talk_Bhakti path is the easiest, safest and surest path to Godhead where the means and  the end are same_HG RSP.mp3",2012-07-29,12 Jul 29,"Bhakti path is the easiest, safest and surest path to Godhead where the means and  the end are same"
1138,2012-07-28_Japa Talk_Bhakti alone satisfies the Supreme Lord not the secondary processes_HG RSP.mp3,2012-07-28,12 Jul 28,Bhakti alone satisfies the Supreme Lord not the secondary processes
1139,2012-02-27_Japa Talk_The reasons for the mind getting distracted while chanting_HG RSP.mp3,2012-02-27,12 Feb 27,The reasons for the mind getting distracted while chanting
1140,2012-04-07_Japa Talk_Difference between hearing and listening to the holy name_HG RSP.mp3,2012-04-07,12 Apr 07,Difference between hearing and listening to the holy name
1141,2012-03-07_Japa Talk_Confusion and bewilderment can be completely vanquished when one chants the Holyname attentively_HG RSP.mp3,2012-03-07,12 Mar 07,Confusion and bewilderment can be completely vanquished when one chants the Holyname attentively
1142,2012-02-26_Japa Talk_The reason for the mind getting distracted while chanting the Holyname_HG RSP.mp3,2012-02-26,12 Feb 26,The reason for the mind getting distracted while chanting the Holyname
1143,2012-02-22_Japa Talk_Develop feelings for Krishna knowing that he is the only shelter_HG RSP.mp3,2012-02-22,12 Feb 22,Develop feelings for Krishna knowing that he is the only shelter
1144,2012-02-21_Japa Talk_Four principles for improving the quality of Chanting_HG RSP.mp3,2012-02-21,12 Feb 21,Four principles for improving the quality of Chanting
1145,2012-01-18_Japa Talk_How Vrindadevi was smiling when Krishna's queens were lamenting after his departure to his spiritual abode_HG RSP.mp3,2012-01-18,12 Jan 18,How Vrindadevi was smiling when Krishna's queens were lamenting after his departure to his spiritual abode
1146,2012-01-14_Japa Talk_Antarang satsang and its importance in chanting the Holyname_HG RSP.mp3,2012-01-14,12 Jan 14,Antarang satsang and its importance in chanting the Holyname
1147,2012-01-13_Japa Talk_The meaning of 'Bha' 'ga' and 'va' in Bhagavan_HG RSP.mp3,2012-01-13,12 Jan 13,The meaning of 'Bha' 'ga' and 'va' in Bhagavan
1148,2012-01-06_Japa Talk_Seeing Krishna in the Holyname_HG RSP.mp3,2012-01-06,12 Jan 06,Seeing Krishna in the Holyname
1149,"2012-06-05_Japa Talk_One who speaks, lives and serves the truth will become immortal_HG RSP.mp3",2012-06-05,12 Jun 05,"One who speaks, lives and serves the truth will become immortal"
1150,2012-05-04_Japa Talk_One Yajna That Surpasses all other Yajnas_HG RSP.mp3,2012-05-04,12 May 04,One Yajna That Surpasses all other Yajnas
1151,2012-05-03_Japa Talk_The Supreme Medicine_HG RSP.mp3,2012-05-03,12 May 03,The Supreme Medicine
1152,2012-05-02_Japa Talk_Bhakti Sagar vs Samsar Sagar_HG RSP.mp3,2012-05-02,12 May 02,Bhakti Sagar vs Samsar Sagar
1153,2011-10-19_Japa Talk_Jiva- Not the part and parcel of matter but of the Spiritual world_HG RSP.mp3,2011-10-19,11 Oct 19,Jiva- Not the part and parcel of matter but of the Spiritual world
1154,2011-10-18_Japa Talk_Right attitude towards Holy name comes from understanding its value_HG RSP.mp3,2011-10-18,11 Oct 18,Right attitude towards Holy name comes from understanding its value
1155,2011-09-21_Japa Talk_The role of repentance and penance in calling out the Holy name_HG RSP.mp3,2011-09-21,11 Sep 21,The role of repentance and penance in calling out the Holy name
1156,2011-09-18_Japa Talk_The real impurity in the mind is mastership mentality_HG RSP.mp3,2011-09-18,11 Sep 18,The real impurity in the mind is mastership mentality
1157,2011-09-17_Japa Talk_misuse and right use of intelligence and religion_HG RSP.mp3,2011-09-17,11 Sep 17,misuse and right use of intelligence and religion
1158,2011-09-04_Japa Talk_If we do not glorify Lord we may offend him_HG RSP.mp3,2011-09-04,11 Sep 04,If we do not glorify Lord we may offend him
1159,2011-09-03_Japa Talk_Death blow to the kali_HG RSP.mp3,2011-09-03,11 Sep 03,Death blow to the kali
1160,2011-08-21_Japa Talk_Conciousness of a devotee_HG RSP.mp3,2011-08-21,11 Aug 21,Conciousness of a devotee
1161,2011-08-20_Japa Talk_Distracted ears and roaming eyes_HG RSP.mp3,2011-08-20,11 Aug 20,Distracted ears and roaming eyes
1162,2011-08-17_Japa Talk_Three types of hearers_HG RSP.mp3,2011-08-17,11 Aug 17,Three types of hearers
1163,"2011-08-10_Japa Talk_Without taking shelter, devotional service is mundane_HG RSP.mp3",2011-08-10,11 Aug 10,"Without taking shelter, devotional service is mundane"
1164,2011-08-09_Japa Talk_Pre-requisite for taking shelter_HG RSP.mp3,2011-08-09,11 Aug 09,Pre-requisite for taking shelter
1165,2011-08-06_Japa Talk_Attraction to the Holy name is important for paying attention_HG RSP.mp3,2011-08-06,11 Aug 06,Attraction to the Holy name is important for paying attention
1166,2011-08-04_Japa Talk_Power of the Holy name_HG RSP.mp3,2011-08-04,11 Aug 04,Power of the Holy name
1167,2011-08-01_Japa Talk_Don't become lazy.Become serious and sincere in KC_HG RSP.mp3,2011-08-01,11 Aug 01,Don't become lazy.Become serious and sincere in KC
1168,2011-07-24_Japa Talk_From graam to dhaam through Naam_HG RSP.mp3,2011-07-24,11 Jul 24,From graam to dhaam through Naam
1169,2011-07-23_Japa Talk_Five principles for enhancing our utterance of the Holy name_HG RSP.mp3,2011-07-23,11 Jul 23,Five principles for enhancing our utterance of the Holy name
1170,2011-07-22_Japa Talk_Lower and higher principles towards approaching the Holy name_HG RSP.mp3,2011-07-22,11 Jul 22,Lower and higher principles towards approaching the Holy name
1171,2011-07-21_Japa Talk_Nature of the devotees_HG RSP.mp3,2011-07-21,11 Jul 21,Nature of the devotees
1172,2011-07-20_Japa Talk_We can chant the Holy name only when we respect every living entity_HG RSP.mp3,2011-07-20,11 Jul 20,We can chant the Holy name only when we respect every living entity
1173,2011-12-27_Japa Talk_Perceiving the Holiness of the Holyname_HG RSP.mp3,2011-12-27,11 Dec 27,Perceiving the Holiness of the Holyname
1174,2011-12-25_Japa Talk_We should remain in contact with sat_HG RSP.mp3,2011-12-25,11 Dec 25,We should remain in contact with sat
1175,2011-12-21_Japa Talk_When can the soul be bathed by the Holyname_HG RSP.mp3,2011-12-21,11 Dec 21,When can the soul be bathed by the Holyname
1176,2011-12-20_Japa Talk_Krishna is not just a law giver but also a love giver_HG RSP.mp3,2011-12-20,11 Dec 20,Krishna is not just a law giver but also a love giver
1177,2011-12-19_Japa Talk_Lord is the seer and we are the seen_HG RSP.mp3,2011-12-19,11 Dec 19,Lord is the seer and we are the seen
1178,"2011-12-05_Japa Talk_Approach Shakti with a desire to serve the Shaktimaan, but not to become shaktimaan_HG RSP.mp3",2011-12-05,11 Dec 05,"Approach Shakti with a desire to serve the Shaktimaan, but not to become shaktimaan"
1179,2011-12-04_Japa Talk_Take shastric injunctions of Krishna personally_HG RSP.mp3,2011-12-04,11 Dec 04,Take shastric injunctions of Krishna personally
1180,"2011-12-03_Japa Talk_Servitorship, pridelessness and attentiveness can bestow great progress in chanting_HG RSP.mp3",2011-12-03,11 Dec 03,"Servitorship, pridelessness and attentiveness can bestow great progress in chanting"
1181,2011-12-02_Japa Talk_Four qualities required for chanting the Holy Name constantly_HG RSP.mp3,2011-12-02,11 Dec 02,Four qualities required for chanting the Holy Name constantly
1182,2011-11-30_Japa Talk_The descending Bhava and the method to attract the mercy_HG RSP.mp3,2011-11-30,11 Nov 30,The descending Bhava and the method to attract the mercy
1183,2011-11-29_Japa Talk_How can we avoid perceiving the Holy Name to be material_HG RSP.mp3,2011-11-29,11 Nov 29,How can we avoid perceiving the Holy Name to be material
1184,2011-11-28_Japa Talk_Right attitude required for realising Krishna_HG RSP.mp3,2011-11-28,11 Nov 28,Right attitude required for realising Krishna
1185,2011-11-27_Japa Talk_The two 'D's that keep us away from revelation of Krishna_HG RSP.mp3,2011-11-27,11 Nov 27,The two 'D's that keep us away from revelation of Krishna
1186,2011-11-19_Japa Talk_Holy Name Cleanses the heart_HG RSP.mp3,2011-11-19,11 Nov 19,Holy Name Cleanses the heart
1187,2011-02-06_Japa Talk_chant repeatedly and chant constantly_HG RSP.mp3,2011-02-06,11 Feb 06,chant repeatedly and chant constantly
1188,2011-02-04_Japa Talk_don't chant nonsense_HG RSP.mp3,2011-02-04,11 Feb 04,don't chant nonsense
1189,2011-01-25_Japa Talk_Miseries are wake up calls_HG RSP.mp3,2011-01-25,11 Jan 25,Miseries are wake up calls
1190,2011-01-06_Japa Talk_real mahawakya_HG RSP.mp3,2011-01-06,11 Jan 06,real mahawakya
1191,2011-05-17_Japa Talk_Taste will never come with careless attitude toward Holyname_HG RSP.mp3,2011-05-17,11 May 17,Taste will never come with careless attitude toward Holyname
1192,2011-05-15_Japa Talk_Accumulating things of this world is a useless endeavor_HG RSP.mp3,2011-05-15,11 May 15,Accumulating things of this world is a useless endeavor
1193,2011-05-14_Japa Talk_Detach oneself from worldly designations to call out Holynames_HG RSP.mp3,2011-05-14,11 May 14,Detach oneself from worldly designations to call out Holynames
1194,2011-05-13_Japa Talk_Holy name can destroy all material dust from our minds and hearts_HG RSP.mp3,2011-05-13,11 May 13,Holy name can destroy all material dust from our minds and hearts
1195,2011-05-12_Japa Talk_Chanting is call for Shakti to engage us in Krishna's service_HG RSP.mp3,2011-05-12,11 May 12,Chanting is call for Shakti to engage us in Krishna's service
1196,"2011-05-25_Japa Talk_body is the temple of God, istall Holyneme to make it auspecious_HG RSP.mp3",2011-05-25,11 May 25,"body is the temple of God, istall Holyneme to make it auspecious"
1197,2011-05-24_Japa Talk_The Supreme instruction brings about transformation_HG RSP.mp3,2011-05-24,11 May 24,The Supreme instruction brings about transformation
1198,2011-05-01_Japa Talk_Sincere desire and sincere prayers needed for chanting properly_HG RSP.mp3,2011-05-01,11 May 01,Sincere desire and sincere prayers needed for chanting properly
1199,2011-04-11_Japa Talk_When Krishna Favors Someone_HG RSP.mp3,2011-04-11,11 Apr 11,When Krishna Favors Someone
1200,2011-04-10_Japa Talk_How to see Krishna in this world_HG RSP.mp3,2011-04-10,11 Apr 10,How to see Krishna in this world
1201,2011-04-09_Japa Talk_Clean up the heart and then call out the holy name or allow holy name to clean the heart_HG RSP.mp3,2011-04-09,11 Apr 09,Clean up the heart and then call out the holy name or allow holy name to clean the heart
1202,2011-03-22_Japa Talk_there is no second way_HG RSP.mp3,2011-03-22,11 Mar 22,there is no second way
1203,2011-03-12_Japa Talk_Importance of knowing sambandha gyan in quality chanting_HG RSP.mp3,2011-03-12,11 Mar 12,Importance of knowing sambandha gyan in quality chanting
1204,2011-03-11_Japa Talk_does god have bad side too_HG RSP.mp3,2011-03-11,11 Mar 11,does god have bad side too
1205,2011-03-10_Japa Talk_Greed for Krishna-the Secret Key of Devotional Service_HG RSP.mp3,2011-03-10,11 Mar 10,Greed for Krishna-the Secret Key of Devotional Service
1206,2011-03-09_Japa Talk_supersoul clenses the anarthas in the heart of the devotee by attentive and prayerful chanting_HG RSP.mp3,2011-03-09,11 Mar 09,supersoul clenses the anarthas in the heart of the devotee by attentive and prayerful chanting
1207,2010-09-19_Japa Talk_Three ways to develop thirst for Krishna_HG RSP.mp3,2010-09-19,10 Sep 19,Three ways to develop thirst for Krishna
1208,2010-09-17_Japa Talk_Gigantic universe situated at Krishna's beautiful lotus feet_HG RSP.mp3,2010-09-17,10 Sep 17,Gigantic universe situated at Krishna's beautiful lotus feet
1209,2010-09-15_Japa Talk_Topmost of topmost devotees_HG RSP.mp3,2010-09-15,10 Sep 15,Topmost of topmost devotees
1210,2010-09-14_Japa Talk_life means attention_HG RSP.mp3,2010-09-14,10 Sep 14,life means attention
1211,2010-09-14_Japa Talk_Holy name eradicates disease even without our knowledge_HG RSP.mp3,2010-09-14,10 Sep 14,Holy name eradicates disease even without our knowledge
1212,2010-09-12_Japa Talk_Give up plan making while chanting_HG RSP.mp3,2010-09-12,10 Sep 12,Give up plan making while chanting
1213,2010-09-11_Japa Talk_Energy flows where intention goes_HG RSP.mp3,2010-09-11,10 Sep 11,Energy flows where intention goes
1214,2010-09-04_Japa Talk_Worry will bury you without Hari's name_HG RSP.mp3,2010-09-04,10 Sep 04,Worry will bury you without Hari's name
